Node ID \ Network index,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
67,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
68,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1
69,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
70,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1
71,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
72,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1
73,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
74,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
75,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0
76,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
77,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1
78,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
79,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
80,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
81,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0
82,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0
83,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
84,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
85,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
86,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
87,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1
88,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
89,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
90,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0
91,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
92,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
93,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1
94,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
95,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
96,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
97,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0
98,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0
99,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
100,0,1,0,1,0,1,0,0,1,-,1,1,-,1,0,0,1,0,-
101,-,-,-,-,-,-,0,-,0,-,1,-,-,-,1,0,-,0,-
102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,-
103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,0,-
104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-
105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
