,POP_ESTIMATE_2022,State,County
3067,7096,54,31
3068,32458,54,33
3069,13858,54,35
3070,29490,54,37
3071,87758,54,39
3072,8384,54,41
3073,9951,54,43
3074,15658,54,45
3075,8925,54,47
3076,27976,54,49
3077,14876,54,51
3078,12500,54,53
3079,29350,54,55
3080,13428,54,57
3081,11287,54,59
3082,53435,54,61
3083,6148,54,63
3084,8715,54,65
3085,12168,54,67
3086,20724,54,69
3087,3006,54,71
3088,3793,54,73
3089,3910,54,75
3090,17086,54,77
3091,28508,54,79
3092,36441,54,81
3093,13800,54,83
3094,4104,54,85
3095,6917,54,87
3096,5881,54,89
3097,8171,54,91
3098,3284,54,93
3099,4092,54,95
3100,11856,54,97
3101,18999,54,99
3102,4084,54,101
3103,7013,54,103
3104,2546,54,105
3105,41670,54,107
3106,10264,54,109
3107,2946270,55,0
3108,10613,55,1
3109,8020,55,3
3110,23422,55,5
3111,8304,55,7
3112,135018,55,9
3113,6696,55,11
3114,8518,55,13
3115,26359,55,15
3116,33404,55,17
3117,17346,55,19
3118,29097,55,21
3119,8004,55,23
3120,284102,55,25
3121,44141,55,27
3122,15263,55,29
3123,22072,55,31
3124,22826,55,33
3125,53419,55,35
3126,2344,55,37
3127,51918,55,39
3128,4691,55,41
3129,25638,55,43
3130,18408,55,45
3131,9610,55,47
3132,11933,55,49
3133,3112,55,51
3134,10418,55,53
3135,42892,55,55
3136,13433,55,57
3137,83909,55,59
3138,10312,55,61
3139,60147,55,63
3140,8439,55,65
3141,9780,55,67
3142,14188,55,69
3143,40586,55,71
3144,68979,55,73
3145,20994,55,75
3146,7890,55,77
3147,2099,55,78
3148,459331,55,79
3149,23055,55,81
3150,19817,55,83
3151,19106,55,85
3152,96064,55,87
3153,46505,55,89
3154,3705,55,91
3155,21266,55,93
3156,22855,55,95
3157,35359,55,97
3158,7090,55,99
3159,97923,55,101
3160,8545,55,103
3161,82030,55,105
3162,7093,55,107
3163,48009,55,109
3164,32889,55,111
3165,9280,55,113
3166,20443,55,115
3167,58921,55,117
3168,9988,55,119
3169,15450,55,121
3170,15530,55,123
3171,11882,55,125
3172,52690,55,127
3173,8456,55,129
3174,68844,55,131
3175,205217,55,133
3176,25744,55,135
3177,12500,55,137
3178,85359,55,139
3179,36997,55,141
3180,290691,56,0
3181,19016,56,1
3182,5928,56,3
3183,23529,56,5
3184,7271,56,7
3185,6893,56,9
3186,3724,56,11
3187,19736,56,13
3188,6281,56,15
3189,2294,56,17
3190,4365,56,19
3191,50362,56,21
3192,10330,56,23
3193,39801,56,25
3194,1190,56,27
3195,15259,56,29
3196,4323,56,31
3197,16048,56,33
3198,4382,56,35
3199,20673,56,37
3200,11644,56,39
3201,10356,56,41
3202,3860,56,43
3203,3430,56,45
3204,1610895,72,0
3205,8953,72,1
3206,18833,72,3
3207,26966,72,5
3208,11769,72,7
3209,12278,72,9
3210,12513,72,11
3211,43045,72,13
3212,7645,72,15
3213,11208,72,17
3214,14472,72,19
3215,90789,72,21
3216,23359,72,23
3217,62568,72,25
3218,16310,72,27
3219,20819,72,29
3220,75786,72,31
3221,11182,72,33
3222,20391,72,35
3223,5466,72,37
3224,8371,72,39
3225,19758,72,41
3226,16944,72,43
3227,9310,72,45
3228,17161,72,47
3229,885,72,49
3230,17832,72,51
3231,15688,72,53
3232,5769,72,54
3233,6400,72,55
3234,17631,72,57
3235,8532,72,59
3236,44529,72,61
3237,20031,72,63
3238,19011,72,65
3239,7707,72,67
3240,24962,72,69
3241,21377,72,71
3242,7248,72,73
3243,22962,72,75
3244,18336,72,77
3245,11468,72,79
3246,13887,72,81
3247,4353,72,83
3248,17407,72,85
3249,11329,72,87
3250,8725,72,89
3251,19376,72,91
3252,2288,72,93
3253,5184,72,95
3254,35305,72,97
3255,18640,72,99
3256,14139,72,101
3257,11482,72,103
3258,14604,72,105
3259,10615,72,107
3260,7762,72,109
3261,9882,72,111
3262,66069,72,113
3263,11666,72,115
3264,7658,72,117
3265,22920,72,119
3266,11176,72,121
3267,12500,72,123
3268,15587,72,125
3269,167388,72,127
3270,18630,72,129
3271,19485,72,131
3272,9911,72,133
3273,33021,72,135
3274,36392,72,137
3275,33405,72,139
3276,13768,72,141
3277,17393,72,143
3278,26842,72,145
3279,4022,72,147
3280,10733,72,149
3281,14653,72,151
3282,16452,72,153
